id,nme,shortnme
21999,PRK00115,hemE
22000,PRK00116,ruvA
22001,PRK00117,recX
22002,PRK00118,PRK00118
22003,PRK00120,PRK00120
22004,PRK00121,trmB
22005,PRK00122,rimM
22006,PRK00123,groEL
22007,PRK00124,PRK00124
22008,PRK00125,pyrF
22009,PRK00127,gpsA
22010,PRK00128,ipk
22011,PRK00129,upp
22012,PRK00130,truB
22013,PRK00131,aroK
22014,PRK00132,rpsI
22015,PRK00133,metG
22016,PRK00134,ccrB
22017,PRK00135,scpB
22018,PRK00136,rpsH
22019,PRK00137,rplI
22020,PRK00138,ldh
22021,PRK00139,murE
22022,PRK00140,rplK
22023,PRK00141,murD
22024,PRK00142,PRK00142
22025,PRK00143,mnmA
22026,PRK00144,rplC
22027,PRK00145,PRK00145
22028,PRK00147,queA
22029,PRK00148,PRK00148
22030,PRK00149,dnaA
22031,PRK00150,def
22032,PRK00151,groEL
22033,PRK00153,PRK00153
22034,PRK00154,PRK00154
22035,PRK00155,ispD
22036,PRK00156,ruvA
22037,PRK00157,rplL
22038,PRK00159,PRK00159
22039,PRK00160,alr
22040,PRK00161,PRK00161
22041,PRK00162,glpE
22042,PRK00163,glpK
22043,PRK00164,moaA
22044,PRK00165,mraW
22045,PRK00166,apaH
22046,PRK00167,recR
22047,PRK00168,coaD
22048,PRK00169,PRK00169
22049,PRK00170,PRK00170
22050,PRK00171,rplK
22051,PRK00172,rpmI
22052,PRK00173,rph
22053,PRK00174,PRK00174
22054,PRK00175,metX
22055,PRK00177,ispF
22056,PRK00178,tolB
22057,PRK00179,pgi
22058,PRK00180,PRK00180
22059,PRK00182,tatB
22060,PRK00183,PRK00183
22061,PRK00184,trmB
22062,PRK00185,PRK00185
22063,PRK00186,gatC
22064,PRK00187,PRK00187
22065,PRK00188,trpD
22066,PRK00189,hisF
22067,PRK00191,tatA
22068,PRK00192,PRK00192
22069,PRK00193,murE
22070,PRK00194,PRK00194
22071,PRK00196,dnaA
22072,PRK00197,proA
22073,PRK00198,pyrF
22074,PRK00199,ihfB
22075,PRK00200,gph
22076,PRK00201,acpS
22077,PRK00202,nusB
22078,PRK00203,rnhA
22079,PRK00205,bioD
22080,PRK00206,aroB
22081,PRK00207,PRK00207
22082,PRK00208,thiG
22083,PRK00209,PRK00209
22084,PRK00210,PRK00210
22085,PRK00211,PRK00211
22086,PRK00212,PRK00212
22087,PRK00213,PRK00213
22088,PRK00214,PRK00214
22089,PRK00215,PRK00215
22090,PRK00216,ubiE
22091,PRK00217,fmt
22092,PRK00218,PRK00218
22093,PRK00219,PRK00219
22094,PRK00220,PRK00220
22095,PRK00221,PRK00221
22096,PRK00222,PRK00222
22097,PRK00223,frr
22098,PRK00224,PRK00224
22099,PRK00225,PRK00225
22100,PRK00226,greA
22101,PRK00227,glnD
22102,PRK00228,PRK00228
22103,PRK00229,ruvC
22104,PRK00230,PRK00230
22105,PRK00231,hisI
22106,PRK00232,pdxA
22107,PRK00233,ruvA
22108,PRK00234,PRK00234
22109,PRK00235,cobS
22110,PRK00236,xerC
22111,PRK00237,ruvB
22112,PRK00238,PRK00238
22113,PRK00239,rpsT
22114,PRK00240,rncS
22115,PRK00241,nudC
22116,PRK00242,murE
22117,PRK00243,ispD
22118,PRK00244,engA
22119,PRK00245,guaA
22120,PRK00246,PRK00246
22121,PRK00247,PRK00247
22122,PRK00248,iscS
22123,PRK00249,flgH
22124,PRK00250,trpA
22125,PRK00251,hisH
22126,PRK00252,alaS
22127,PRK00253,fliE
22128,PRK00254,PRK00254
22129,PRK00255,lpxD
22130,PRK00256,rumA
22131,PRK00257,PRK00257
22132,PRK00258,aroE
22133,PRK00259,PRK00259
22134,PRK00260,cysS
22135,PRK00261,PRK00261
22136,PRK00262,mtgA
22137,PRK00263,ispD
22138,PRK00264,fusA
22139,PRK00265,psd
22140,PRK00266,PRK00266
22141,PRK00267,eno
22142,PRK00268,gcvH
22143,PRK00269,zipA
22144,PRK00270,rpsU
22145,PRK00272,uvrC
22146,PRK00273,PRK00273
22147,PRK00274,ksgA
22148,PRK00275,glnD
22149,PRK00276,infA
22150,PRK00277,clpP
22151,PRK00278,trpC
22152,PRK00279,adk
22153,PRK00280,clpS
22154,PRK00281,PRK00281
22155,PRK00282,rimM
22156,PRK00283,xerD
22157,PRK00284,pqqA
22158,PRK00285,ihfA
22159,PRK00286,xseA
22160,PRK00287,era
22161,PRK00288,pheT
22162,PRK00289,PRK00289
22163,PRK00290,dnaK
22164,PRK00291,recO
22165,PRK00292,glk
22166,PRK00293,dipZ
22167,PRK00294,hscB
22168,PRK00295,PRK00295
22169,PRK00296,minE
22170,PRK00297,lolA
22171,PRK00298,PRK00298
22172,PRK00299,PRK00299
22173,PRK00300,gmk
22174,PRK00301,aat
22175,PRK00302,lnt
22176,PRK00303,glpK
22177,PRK00304,PRK00304
22178,PRK00305,rpmI
22179,PRK00306,PRK00306
22180,PRK00307,recR
22181,PRK00309,murB
22182,PRK00310,rpsC
22183,PRK00311,panB
22184,PRK00312,pcm
22185,PRK00313,lpxK
22186,PRK00314,rplJ
22187,PRK00315,PRK00315
22188,PRK00316,fabZ
22189,PRK00317,mobA
22190,PRK00318,rplK
22191,PRK00319,gcvH
22192,PRK00320,carB
22193,PRK00321,rdgC
22194,PRK00322,mraW
22195,PRK00323,infC
22196,PRK00324,hisS
22197,PRK00325,algL
22198,PRK00326,PRK00326
22199,PRK00327,rpmF
22200,PRK00328,lpxB
22201,PRK00329,PRK00329
22202,PRK00330,prfA
22203,PRK00331,PRK00331
22204,PRK00332,frr
22205,PRK00333,lipB
22206,PRK00334,hemA
22207,PRK00335,cmk
22208,PRK00336,thiE
22209,PRK00337,murC
22210,PRK00338,lolB
22211,PRK00339,minC
22212,PRK00340,rpsH
22213,PRK00341,PRK00341
22214,PRK00342,recX
22215,PRK00343,ipk
22216,PRK00344,rplC
22217,PRK00345,nusB
22218,PRK00346,surE
22219,PRK00347,PRK00347
22220,PRK00348,tuf
22221,PRK00349,uvrA
22222,PRK00350,ispF
22223,PRK00351,purA
22224,PRK00352,gatC
22225,PRK00353,rplX
22226,PRK00354,rnhB
22227,PRK00355,rpmG
22228,PRK00356,coaE
22229,PRK00357,rpsS
22230,PRK00358,pyrH
22231,PRK00359,rpmB
22232,PRK00360,rplL
22233,PRK00361,rpsT
22234,PRK00362,radC
22235,PRK00363,rpsP
22236,PRK00364,groES
22237,PRK00365,hemH
22238,PRK00366,ispG
22239,PRK00367,rbfA
22240,PRK00368,PRK00368
22241,PRK00369,pyrC
22242,PRK00370,queA
22243,PRK00371,alr
22244,PRK00372,rpsI
22245,PRK00373,PRK00373
22246,PRK00374,pepA
22247,PRK00375,PRK00375
22248,PRK00376,lspA
22249,PRK00377,cbiT
22250,PRK00378,PRK00378
22251,PRK00379,PRK00379
22252,PRK00380,panC
22253,PRK00381,panB
22254,PRK00383,dapB
22255,PRK00384,hemE
22256,PRK00385,ppa
22257,PRK00386,hemL
22258,PRK00387,rplI
22259,PRK00388,rph
22260,PRK00389,gcvT
22261,PRK00390,leuS
22262,PRK00391,rpsR
22263,PRK00392,rpoZ
22264,PRK00393,ribA
22265,PRK00394,PRK00394
22266,PRK00395,hfq
22267,PRK00396,rnpA
22268,PRK00397,ribH
22269,PRK00398,rpoP
22270,PRK00399,rpmH
22271,PRK00400,hisE
22272,PRK00401,rplE
22273,PRK00402,PRK00402
22274,PRK00403,rpl40E
22275,PRK00404,tatB
22276,PRK00405,rpoB
22277,PRK00406,PRK00406
22278,PRK00407,Archease
22279,PRK00409,PRK00409
22280,PRK00410,groEL
22281,PRK00411,cdc6
22282,PRK00412,gidB
22283,PRK00413,thrS
22284,PRK00414,gmhA
22285,PRK00415,rps27e
22286,PRK00416,dcd
22287,PRK00417,PRK00417
22288,PRK00418,PRK00418
22289,PRK00419,PRK00419
22290,PRK00420,PRK00420
22291,PRK00421,murC
22292,PRK00422,PRK00422
22293,PRK00423,tfb
22294,PRK00424,aroB
22295,PRK00425,rpoZ
22296,PRK00426,tpiA
22297,PRK00427,gcvH
22298,PRK00429,def
22299,PRK00430,fis
22300,PRK00431,PRK00431
22301,PRK00432,PRK00432
22302,PRK00433,PRK00433
22303,PRK00434,miaA
22304,PRK00435,ef1B
22305,PRK00436,argC
22306,PRK00437,greA
22307,PRK00438,aroK
22308,PRK00439,leuD
22309,PRK00440,rfc
22310,PRK00441,argR
22311,PRK00442,tatA
22312,PRK00443,nagB
22313,PRK00444,cysS
22314,PRK00445,mraW
22315,PRK00446,cyaY
22316,PRK00447,PRK00447
22317,PRK00448,polC
22318,PRK00449,truA
22319,PRK00450,dapF
22320,PRK00451,PRK00451
22321,PRK00452,leuS
22322,PRK00453,rpsF
22323,PRK00454,engB
22324,PRK00455,pyrE
22325,PRK00456,PRK00456
22326,PRK00457,PRK00457
22327,PRK00458,PRK00458
22328,PRK00459,PRK00459
22329,PRK00460,cobS
22330,PRK00461,rpmC
22331,PRK00462,PRK00462
22332,PRK00463,dnaK
22333,PRK00464,nrdR
22334,PRK00465,rpmJ
22335,PRK00466,PRK00466
22336,PRK00467,uppP
22337,PRK00468,PRK00468
22338,PRK00469,rpmI
22339,PRK00470,PRK00470
22340,PRK00471,PRK00471
22341,PRK00472,PRK00472
22342,PRK00473,PRK00473
22343,PRK00474,rps9p
22344,PRK00475,PRK00475
22345,PRK00476,aspS
22346,PRK00477,PRK00477
22347,PRK00478,scpA
22348,PRK00480,PRK00480
22349,PRK00481,PRK00481
22350,PRK00482,PRK00482
22351,PRK00483,PRK00483
22352,PRK00484,lysS
22353,PRK00485,fumC
22354,PRK00486,greA
22355,PRK00487,rplE
22356,PRK00488,pheS
22357,PRK00489,hisG
22358,PRK00490,PRK00490
22359,PRK00491,rplX
22360,PRK00492,PRK00492
22361,PRK00493,uppP
22362,PRK00494,PRK00494
22363,PRK00495,PRK00495
22364,PRK00496,rpsC
22365,PRK00497,PRK00497
22366,PRK00498,ruvA
22367,PRK00499,rnpA
22368,PRK00500,PRK00500
22369,PRK00501,PRK00501
22370,PRK00502,PRK00502
22371,PRK00503,rpmH
22372,PRK00504,rpmG
22373,PRK00507,PRK00507
22374,PRK00508,PRK00508
22375,PRK00509,PRK00509
22376,PRK00510,rpsS
22377,PRK00511,pgi
22378,PRK00512,rpsS
22379,PRK00513,minC
22380,PRK00514,hemH
22381,PRK00515,rpsH
22382,PRK00516,rplE
22383,PRK00517,prmA
22384,PRK00518,PRK00518
22385,PRK00519,PRK00519
22386,PRK00520,groEL
22387,PRK00521,rbfA
22388,PRK00522,tpx
22389,PRK00523,PRK00523
22390,PRK00524,PRK00524
22391,PRK00525,PRK00525
22392,PRK00526,gatC
22393,PRK00527,rpmF
22394,PRK00528,rpmE
22395,PRK00529,PRK00529
22396,PRK00530,ccrB
22397,PRK00531,rpsT
22398,PRK00532,PRK00532
22399,PRK00533,pheT
22400,PRK00534,rpmJ
22401,PRK00535,fmt
22402,PRK00536,speE
22403,PRK00537,PRK00537
22404,PRK00538,PRK00538
22405,PRK00539,atpC
22406,PRK00540,ruvA
22407,PRK00541,adk
22408,PRK00542,rpsF
22409,PRK00545,cysS
22410,PRK00546,rbfA
22411,PRK00547,ksgA
22412,PRK00548,rpsR
22413,PRK00549,PRK00549
22414,PRK00550,rpsE
22415,PRK00551,gpsA
22416,PRK00552,PRK00552
22417,PRK00553,PRK00553
22418,PRK00554,PRK00554
22419,PRK00555,PRK00555
22420,PRK00556,minC
22421,PRK00557,rpsR
22422,PRK00558,uvrC
22423,PRK00559,rplK
22424,PRK00560,PRK00560
22425,PRK00561,ppnK
22426,PRK00562,PRK00562
22427,PRK00564,hypA
22428,PRK00565,rplV
22429,PRK00566,PRK00566
22430,PRK00567,mscL
22431,PRK00568,PRK00568
22432,PRK00569,rpsC
22433,PRK00570,PRK00570
22434,PRK00571,atpC
22435,PRK00572,pyrF
22436,PRK00573,lspA
22437,PRK00574,gltX
22438,PRK00575,tatA
22439,PRK00576,PRK00576
22440,PRK00577,dnaK
22441,PRK00578,prfB
22442,PRK00579,PRK00579
22443,PRK00580,ccrB
22444,PRK00581,ruvB
22445,PRK00582,ruvB
22446,PRK00583,def
22447,PRK00584,PRK00584
22448,PRK00585,rplJ
22449,PRK00586,rpmG
22450,PRK00587,PRK00587
22451,PRK00588,rnpA
22452,PRK00589,PRK00589
22453,PRK00590,groES
22454,PRK00591,prfA
22455,PRK00592,PRK00592
22456,PRK00593,surE
22457,PRK00594,eno
22458,PRK00595,rpmG
22459,PRK00596,rpsJ
22460,PRK00597,mraW
22461,PRK00598,tuf
22462,PRK00599,pheT
22463,PRK00600,recR
22464,PRK00601,dut
22465,PRK00602,dnaA
22466,PRK00603,PRK00603
22467,PRK00604,rpsU
22468,PRK00605,PRK00605
22469,PRK00606,PRK00606
22470,PRK00607,PRK00607
22471,PRK00608,cysS
22472,PRK00609,PRK00609
22473,PRK00610,PRK00610
22474,PRK00611,PRK00611
22475,PRK00612,PRK00612
22476,PRK00613,PRK00613
22477,PRK00614,PRK00614
22478,PRK00615,PRK00615
22479,PRK00616,PRK00616
22480,PRK00617,PRK00617
22481,PRK00619,PRK00619
22482,PRK00620,rpsP
22483,PRK00622,PRK00622
22484,PRK00623,rbfA
22485,PRK00624,PRK00624
22486,PRK00625,PRK00625
22487,PRK00626,hisS
22488,PRK00627,rplL
22489,PRK00628,adk
22490,PRK00629,pheT
22491,PRK00630,PRK00630
22492,PRK00631,rplK
22493,PRK00632,murE
22494,PRK00633,fmt
22495,PRK00634,PRK00634
22496,PRK00635,PRK00635
22497,PRK00636,PRK00636
22498,PRK00637,PRK00637
22499,PRK00638,PRK00638
22500,PRK00639,PRK00639
22501,PRK00640,rncS
22502,PRK00641,gpsA
22503,PRK00642,PRK00642
22504,PRK00643,def
22505,PRK00644,PRK00644
22506,PRK00645,bioD
22507,PRK00646,PRK00646
22508,PRK00647,PRK00647
22509,PRK00648,PRK00648
22510,PRK00649,rpmI
22511,PRK00650,PRK00650
22512,PRK00651,hemH
22513,PRK00652,lpxK
22514,PRK00653,PRK00653
22515,PRK00654,glgA
22516,PRK00655,ruvA
22517,PRK00656,dapF
22518,PRK00657,mraW
22519,PRK00658,PRK00658
22520,PRK00659,rpmC
22521,PRK00660,PRK00660
22522,PRK00661,PRK00661
22523,PRK00662,nudC
22524,PRK00663,eno
22525,PRK00664,ispD
22526,PRK00665,petG
22527,PRK00666,PRK00666
22528,PRK00667,frr
22529,PRK00668,ndk
22530,PRK00669,bioD
22531,PRK00670,PRK00670
22532,PRK00671,PRK00671
22533,PRK00672,hisS
22534,PRK00673,uppP
22535,PRK00674,pheS
22536,PRK00675,PRK00675
22537,PRK00676,hemA
22538,PRK00677,PRK00677
22539,PRK00678,PRK00678
22540,PRK00679,PRK00679
22541,PRK00680,PRK00680
22542,PRK00681,clpS
22543,PRK00682,rncS
22544,PRK00683,murD
22545,PRK00684,ribH
22546,PRK00685,PRK00685
22547,PRK00686,PRK00686
22548,PRK00687,PRK00687
22549,PRK00688,rpmH
22550,PRK00689,surE
22551,PRK00690,PRK00690
22552,PRK00691,PRK00691
22553,PRK00692,rpsR
22554,PRK00693,cobS
22555,PRK00694,PRK00694
22556,PRK00696,sucC
22557,PRK00697,PRK00697
22558,PRK00698,tmk
22559,PRK00699,PRK00699
22560,PRK00700,PRK00700
22561,PRK00701,PRK00701
22562,PRK00702,PRK00702
22563,PRK00703,xseB
22564,PRK00704,PRK00704
22565,PRK00705,mtgA
22566,PRK00706,aroB
22567,PRK00707,PRK00707
22568,PRK00708,PRK00708
22569,PRK00709,lspA
22570,PRK00710,PRK00710
22571,PRK00711,PRK00711
22572,PRK00712,ccrB
22573,PRK00713,rpsH
22574,PRK00714,PRK00714
22575,PRK00715,PRK00715
22576,PRK00717,PRK00717
22577,PRK00718,clpS
22578,PRK00719,PRK00719
22579,PRK00720,tatA
22580,PRK00721,PRK00721
22581,PRK00722,glk
22582,PRK00723,PRK00723
22583,PRK00724,PRK00724
22584,PRK00725,glgC
22585,PRK00726,murG
22586,PRK00727,PRK00727
22587,PRK00729,PRK00729
22588,PRK00730,rnpA
22589,PRK00731,PRK00731
22590,PRK00732,fliE
22591,PRK00733,hppA
22592,PRK00734,pheS
22593,PRK00735,PRK00735
22594,PRK00736,PRK00736
22595,PRK00737,PRK00737
22596,PRK00738,fumC
22597,PRK00739,PRK00739
22598,PRK00740,atpC
22599,PRK00741,prfC
22600,PRK00742,PRK00742
22601,PRK00743,PRK00743
22602,PRK00744,rph
22603,PRK00745,PRK00745
22604,PRK00746,PRK00746
22605,PRK00747,PRK00747
22606,PRK00748,PRK00748
22607,PRK00749,fliE
22608,PRK00750,lysK
22609,PRK00751,miaA
22610,PRK00752,PRK00752
22611,PRK00753,psbL
22612,PRK00754,PRK00754
22613,PRK00755,pyrE
22614,PRK00756,PRK00756
22615,PRK00757,PRK00757
22616,PRK00758,PRK00758
22617,PRK00759,PRK00759
22618,PRK00760,argC
22619,PRK00761,PRK00761
22620,PRK00762,hypA
22621,PRK00763,PRK00763
22622,PRK00765,bioD
22623,PRK00766,PRK00766
22624,PRK00767,PRK00767
22625,PRK00768,nadE
22626,PRK00769,hisS
22627,PRK00770,PRK00770
22628,PRK00771,PRK00771
22629,PRK00772,PRK00772
22630,PRK00773,rplX
22631,PRK00774,PRK00774
22632,PRK00775,PRK00775
22633,PRK00776,PRK00776
22634,PRK00777,PRK00777
22635,PRK00778,PRK00778
22636,PRK00779,PRK00779
22637,PRK00780,PRK00780
22638,PRK00781,hisI
22639,PRK00782,PRK00782
22640,PRK00783,PRK00783
22641,PRK00784,PRK00784
22642,PRK00785,PRK00785
22643,PRK00786,PRK00786
22644,PRK00787,adk
22645,PRK00788,truA
22646,PRK00789,PRK00789
22647,PRK00790,fliE
22648,PRK00791,PRK00791
22649,PRK00792,PRK00792
22650,PRK00794,flbT
22651,PRK00795,carB
22652,PRK00796,PRK00796
22653,PRK00797,PRK00797
22654,PRK00798,coaE
22655,PRK00799,PRK00799
22656,PRK00800,def
22657,PRK00801,PRK00801
22658,PRK00802,PRK00802
22659,PRK00803,aroE
22660,PRK00804,PRK00804
22661,PRK00805,PRK00805
22662,PRK00806,def
22663,PRK00807,PRK00807
22664,PRK00808,PRK00808
22665,PRK00809,PRK00809
22666,PRK00810,nifW
22667,PRK00811,PRK00811
22668,PRK00812,PRK00812
22669,PRK00813,PRK00813
22670,PRK00815,aroE
22671,PRK00816,rnfD
22672,PRK00817,hisI
22673,PRK00818,PRK00818
22674,PRK00819,PRK00819
22675,PRK00820,PRK00820
22676,PRK00821,PRK00821
22677,PRK00822,PRK00822
22678,PRK00823,phhB
22679,PRK00824,recX
22680,PRK00825,def
22681,PRK00826,PRK00826
22682,PRK00827,PRK00827
22683,PRK00828,rpsH
22684,PRK00829,lolA
22685,PRK00830,PRK00830
22686,PRK00831,rpmJ
22687,PRK00832,coaE
22688,PRK00833,rpmF
22689,PRK00834,PRK00834
22690,PRK00835,groEL
22691,PRK00836,PRK00836
22692,PRK00837,murB
22693,PRK00838,PRK00838
22694,PRK00839,PRK00839
22695,PRK00840,rpmH
22696,PRK00841,murE
22697,PRK00842,rpmB
22698,PRK00843,egsA
22699,PRK00844,glgC
22700,PRK00845,pgi
22701,PRK00846,PRK00846
22702,PRK00847,thyX
22703,PRK00848,PRK00848
22704,PRK00849,PRK00849
22705,PRK00850,ccrB
22706,PRK00851,PRK00851
22707,PRK00853,PRK00853
22708,PRK00854,rocD
22709,PRK00855,PRK00855
22710,PRK00856,pyrB
22711,PRK00857,PRK00857
22712,PRK00858,pgi
22713,PRK00859,PRK00859
22714,PRK00860,PRK00860
22715,PRK00861,PRK00861
22716,PRK00862,nadE
22717,PRK00863,fabZ
22718,PRK00864,dapF
22719,PRK00865,PRK00865
22720,PRK00866,PRK00866
22721,PRK00867,bioD
22722,PRK00868,thyX
22723,PRK00870,PRK00870
22724,PRK00871,PRK00871
22725,PRK00872,PRK00872
22726,PRK00873,PRK00873
22727,PRK00874,surE
22728,PRK00875,cobS
22729,PRK00876,nadE
22730,PRK00877,hisD
22731,PRK00878,PRK00878
22732,PRK00879,PRK00879
22733,PRK00880,PRK00880
22734,PRK00881,purH
22735,PRK00882,PRK00882
22736,PRK00883,rph
22737,PRK00884,PRK00884
22738,PRK00885,PRK00885
22739,PRK00886,PRK00886
22740,PRK00887,PRK00887
22741,PRK00888,ftsB
22742,PRK00889,PRK00889
22743,PRK00890,PRK00890
22744,PRK00891,rpsT
22745,PRK00892,lpxD
22746,PRK00893,PRK00893
22747,PRK00894,PRK00894
22748,PRK00895,PRK00895
22749,PRK00896,PRK00896
22750,PRK00898,PRK00898
22751,PRK00899,groES
22752,PRK00900,rpmF
22753,PRK00901,PRK00901
22754,PRK00902,PRK00902
22755,PRK00903,mscL
22756,PRK00904,gpsA
22757,PRK00905,rpsR
22758,PRK00906,PRK00906
22759,PRK00907,PRK00907
22760,PRK00908,PRK00908
22761,PRK00909,rpsE
22762,PRK00910,ribB
22763,PRK00911,PRK00911
22764,PRK00912,PRK00912
22765,PRK00913,PRK00913
22766,PRK00914,PRK00914
22767,PRK00915,PRK00915
22768,PRK00916,PRK00916
22769,PRK00917,surE
22770,PRK00918,PRK00918
22771,PRK00919,PRK00919
22772,PRK00920,PRK00920
22773,PRK00921,PRK00921
22774,PRK00922,PRK00922
22775,PRK00923,PRK00923
22776,PRK00924,PRK00924
22777,PRK00925,hisD
22778,PRK00926,PRK00926
22779,PRK00927,PRK00927
22780,PRK00928,PRK00928
22781,PRK00929,PRK00929
22782,PRK00931,PRK00931
22783,PRK00932,PRK00932
22784,PRK00933,PRK00933
22785,PRK00934,PRK00934
22786,PRK00935,PRK00935
22787,PRK00936,uppP
22788,PRK00937,PRK00937
22789,PRK00938,PRK00938
22790,PRK00939,PRK00939
22791,PRK00941,PRK00941
22792,PRK00942,PRK00942
22793,PRK00943,PRK00943
22794,PRK00944,PRK00944
22795,PRK00945,PRK00945
22796,PRK00948,PRK00948
22797,PRK00949,PRK00949
22798,PRK00950,PRK00950
22799,PRK00951,hisB
22800,PRK00952,tfb
22801,PRK00954,PRK00954
22802,PRK00955,PRK00955
22803,PRK00956,thyA
22804,PRK00957,PRK00957
22805,PRK00958,PRK00958
22806,PRK00959,PRK00959
22807,PRK00960,PRK00960
22808,PRK00961,PRK00961
22809,PRK00962,PRK00962
22810,PRK00963,PRK00963
22811,PRK00964,PRK00964
22812,PRK00965,PRK00965
22813,PRK00966,PRK00966
22814,PRK00967,PRK00967
22815,PRK00968,PRK00968
22816,PRK00969,PRK00969
22817,PRK00970,PRK00970
22818,PRK00971,PRK00971
22819,PRK00972,PRK00972
22820,PRK00973,PRK00973
22821,PRK00974,rpmB
22822,PRK00975,rpsU
22823,PRK00976,PRK00976
22824,PRK00977,PRK00977
22825,PRK00978,groES
22826,PRK00979,PRK00979
22827,PRK00980,PRK00980
22828,PRK00981,rnhB
22829,PRK00982,acpP
22830,PRK00983,PRK00983
22831,PRK00984,truD
22832,PRK00985,PRK00985
22833,PRK00986,PRK00986
22834,PRK00987,PRK00987
22835,PRK00988,PRK00988
22836,PRK00989,truB
22837,PRK00990,rplJ
22838,PRK00991,PRK00991
22839,PRK00992,PRK00992
22840,PRK00993,PRK00993
22841,PRK00994,PRK00994
22842,PRK00995,ksgA
22843,PRK00996,PRK00996
22844,PRK00998,PRK00998
22845,PRK00999,PRK00999
22846,PRK01000,PRK01000
22847,PRK01001,PRK01001
22848,PRK01002,PRK01002
22849,PRK01003,PRK01003
22850,PRK01004,rpsI
22851,PRK01005,PRK01005
22852,PRK01007,ispF
22853,PRK01008,PRK01008
22854,PRK01009,PRK01009
22855,PRK01010,PRK01010
22856,PRK01011,rpsJ
22857,PRK01012,lpxD
22858,PRK01013,tuf
22859,PRK01014,PRK01014
22860,PRK01015,PRK01015
22861,PRK01016,dnaA
22862,PRK01017,PRK01017
22863,PRK01018,PRK01018
22864,PRK01019,rpsC
22865,PRK01020,dnaA
22866,PRK01021,lpxB
22867,PRK01022,PRK01022
22868,PRK01023,rplV
22869,PRK01024,PRK01024
22870,PRK01025,PRK01025
22871,PRK01026,PRK01026
22872,PRK01027,PRK01027
22873,PRK01028,rpsU
22874,PRK01029,tolB
22875,PRK01030,PRK01030
22876,PRK01031,coaE
22877,PRK01032,PRK01032
22878,PRK01033,PRK01033
22879,PRK01035,ruvC
22880,PRK01036,PRK01036
22881,PRK01037,trmD
22882,PRK01038,rpmJ
22883,PRK01039,rplX
22884,PRK01040,rpsE
22885,PRK01041,groEL
22886,PRK01042,PRK01042
22887,PRK01043,PRK01043
22888,PRK01044,PRK01044
22889,PRK01045,ispH
22890,PRK01046,PRK01046
22891,PRK01047,rpsT
22892,PRK01048,fabZ
22893,PRK01049,PRK01049
22894,PRK01050,leuS
22895,PRK01051,PRK01051
22896,PRK01052,PRK01052
22897,PRK01053,PRK01053
22898,PRK01054,PRK01054
22899,PRK01056,PRK01056
22900,PRK01057,recR
22901,PRK01058,pyrE
22902,PRK01059,PRK01059
22903,PRK01060,PRK01060
22904,PRK01061,PRK01061
22905,PRK01062,aroE
22906,PRK01063,tig
22907,PRK01064,PRK01064
22908,PRK01065,PRK01065
22909,PRK01066,PRK01066
22910,PRK01067,gpsA
22911,PRK01068,murB
22912,PRK01070,PRK01070
22913,PRK01071,miaA
22914,PRK01072,PRK01072
22915,PRK01073,PRK01073
22916,PRK01074,PRK01074
22917,PRK01075,rpsF
22918,PRK01076,PRK01076
22919,PRK01077,PRK01077
22920,PRK01078,dnaK
22921,PRK01079,rplI
22922,PRK01080,mraW
22923,PRK01081,scpB
22924,PRK01082,PRK01082
22925,PRK01083,PRK01083
22926,PRK01084,PRK01084
22927,PRK01085,cobS
22928,PRK01086,recO
22929,PRK01087,rpmH
22930,PRK01088,PRK01088
22931,PRK01089,PRK01089
22932,PRK01090,rplE
22933,PRK01092,PRK01092
22934,PRK01093,PRK01093
22935,PRK01094,rpsS
22936,PRK01095,PRK01095
22937,PRK01096,PRK01096
22938,PRK01097,PRK01097
22939,PRK01098,lysS
22940,PRK01099,rpoK
22941,PRK01100,PRK01100
22942,PRK01101,PRK01101
22943,PRK01102,PRK01102
22944,PRK01103,PRK01103
22945,PRK01104,cysS
22946,PRK01105,PRK01105
22947,PRK01106,PRK01106
22948,PRK01107,PRK01107
22949,PRK01108,thyX
22950,PRK01109,PRK01109
22951,PRK01110,rpmF
22952,PRK01111,PRK01111
22953,PRK01112,PRK01112
22954,PRK01113,PRK01113
22955,PRK01114,rpmI
22956,PRK01115,PRK01115
22957,PRK01116,PRK01116
22958,PRK01117,PRK01117
22959,PRK01118,PRK01118
22960,PRK01119,PRK01119
22961,PRK01120,PRK01120
22962,PRK01121,PRK01121
22963,PRK01122,PRK01122
22964,PRK01123,PRK01123
22965,PRK01124,pyrB
22966,PRK01125,PRK01125
22967,PRK01126,PRK01126
22968,PRK01128,PRK01128
22969,PRK01129,PRK01129
22970,PRK01130,PRK01130
22971,PRK01131,PRK01131
22972,PRK01132,PRK01132
22973,PRK01133,PRK01133
22974,PRK01134,PRK01134
22975,PRK01135,PRK01135
22976,PRK01136,PRK01136
22977,PRK01137,PRK01137
22978,PRK01138,thiG
22979,PRK01139,PRK01139
22980,PRK01140,PRK01140
22981,PRK01141,tfb
22982,PRK01143,rpl11p
22983,PRK01144,PRK01144
22984,PRK01145,tfb
22985,PRK01146,PRK01146
22986,PRK01147,PRK01147
22987,PRK01148,PRK01148
22988,PRK01149,PRK01149
22989,PRK01150,nadE
22990,PRK01151,rps17E
22991,PRK01153,PRK01153
22992,PRK01154,cysS
22993,PRK01155,PRK01155
22994,PRK01156,PRK01156
22995,PRK01157,egsA
22996,PRK01158,PRK01158
22997,PRK01159,PRK01159
